77.167440,61.866048,36.688145
77.546626,61.107676,36.308959
77.925813,60.349304,35.929773
78.304999,59.590932,35.550587
77.323368,52.921511,27.899536
77.083571,52.681714,27.419943
76.843774,52.441918,26.940349
76.603978,52.202121,26.460756
66.460457,71.769772,35.884886
66.940051,71.529975,36.124683
67.419644,71.290178,36.364480
67.899237,71.050382,36.604276
-34.360466,-34.111627,-9.962097
-34.044478,-34.743604,-10.278085
-33.728490,-35.375580,-10.594074
-33.412501,-36.007557,-10.910063
-35.379418,-42.714298,-19.583720
-35.674990,-43.009870,-20.174863
-35.970561,-43.305441,-20.766006
-36.266132,-43.601012,-21.357149
-46.346661,-24.326669,-12.163335
-45.755518,-24.622241,-11.867764
-45.164375,-24.917812,-11.572192
-44.573232,-25.213383,-11.276620
1.580115,-100.925812,-44.395457
1.801307,-101.368196,-44.616649
2.022498,-101.810579,-44.837841
2.243690,-102.252963,-45.059033
1.200692,-109.268141,-53.117208
0.947882,-109.520951,-53.622829
0.695072,-109.773762,-54.128450
0.442261,-110.026573,-54.634070
-10.933654,-88.033173,-44.016586
-10.428033,-88.285983,-43.763776
-9.922413,-88.538793,-43.510965
-9.416792,-88.791604,-43.258155
-23.419885,70.074188,43.747961
-23.198693,69.631804,43.526769
-22.977502,69.189421,43.305577
-22.756310,68.747037,43.084385
-25.121017,60.410150,32.382792
-25.483970,60.047197,31.656886
-25.846922,59.684245,30.930981
-26.209875,59.321292,30.205075
-39.458211,84.729106,42.364553
-38.732305,84.366153,42.727506
-38.006400,84.003200,43.090458
-37.280495,83.640247,43.453411
63.167440,8.866048,11.930010
63.546626,8.107676,11.550824
63.925812,7.349304,11.171638
64.304999,6.590932,10.792452
62.452436,-0.949421,1.399536
62.140062,-1.261795,0.774787
61.827687,-1.574170,0.150038
61.515313,-1.886544,-0.474711
50.137971,19.931014,9.965507
50.762720,19.618640,10.277881
51.387469,19.306266,10.590256
52.012218,18.993891,10.902631
72.297722,-59.188690,-23.008106
72.539852,-59.479208,-23.250345
72.781983,-59.769725,-23.492584
73.024113,-60.060243,-23.734823
71.148445,-65.320388,-31.117208
70.891281,-65.577552,-31.631537
70.634117,-65.834716,-32.145865
70.376952,-66.091881,-32.660194
58.927020,-43.963510,-21.981755
59.441349,-44.220674,-21.724591
59.955678,-44.477839,-21.467427
60.470006,-44.735003,-21.210262
67.639534,7.888373,8.941433
67.955522,7.256396,8.625445
68.271511,6.624420,8.309456
68.587499,5.992443,7.993467
67.668817,0.333937,1.416280
67.460599,0.125718,0.999843
67.252380,-0.082501,0.583406
67.044162,-0.290719,0.166968
62.673677,13.899139,10.512261
62.870775,13.888051,10.523879
63.067873,13.876963,10.535497
63.264970,13.865876,10.547115
7.167440,82.866048,45.560940
7.546626,82.107676,45.181754
7.925812,81.349304,44.802568
8.304999,80.590932,44.423382
8.824957,75.423099,39.775508
8.480964,75.079106,39.087522
8.136971,74.735113,38.399536
7.792977,74.391120,37.711550
-1.369936,91.684968,45.842484
-0.681950,91.340975,46.186477
0.006036,90.996982,46.530470
0.694022,90.652989,46.874463
75.497966,16.732382,8.366191
75.314870,16.549287,8.732382
75.131775,16.366191,9.098574
74.948679,16.183096,9.464765
79.189420,7.152326,14.254793
79.410612,6.709943,14.475985
79.631804,6.267559,14.697176
79.852996,5.825176,14.918368
90.691396,-2.580115,12.485258
91.133780,-2.801307,12.264066
91.576164,-3.022499,12.042874
92.018547,-3.243690,11.821683
99.734449,-1.499967,2.362057
100.045653,-1.188763,1.739649
100.356857,-0.877559,1.117241
100.668062,-0.566355,0.494833
0.576530,-89.189053,-44.594527
0.373793,-89.391790,-44.189053
0.171057,-89.594527,-43.783580
-0.031680,-89.797263,-43.378107
4.189420,-98.847674,-38.548797
4.410612,-99.290058,-38.327605
4.631804,-99.732441,-38.106413
4.852996,-100.174824,-37.885221
15.691396,-108.580115,-40.318331
16.133780,-108.801307,-40.539523
16.576163,-109.022499,-40.760715
17.018547,-109.243690,-40.981907
24.793372,-107.441044,-50.559378
25.109487,-107.124930,-51.191607
25.425601,-106.808816,-51.823836
25.741715,-106.492701,-52.456064
25.234562,47.435490,23.717745
25.125689,47.326617,23.935490
25.016817,47.217745,24.153236
24.907944,47.108873,24.370981
27.832560,40.933024,27.622214
28.211746,40.174652,28.001400
28.590932,39.416280,28.380586
28.970118,38.657908,28.759772
36.933024,31.832560,27.622214
37.691396,31.453374,27.243028
38.449768,31.074188,26.863842
39.208140,30.695001,26.484656
46.056757,31.855829,18.475212
46.311487,32.110559,17.965753
46.566216,32.365288,17.456293
46.820946,32.620018,16.946833
-72.032614,29.168315,14.584157
-72.074693,29.126236,14.668314
-72.116771,29.084157,14.752471
-72.158850,29.042079,14.836629
-69.167440,22.933024,17.954274
-68.788254,22.174652,18.333460
-68.409068,21.416280,18.712646
-68.029882,20.657908,19.091833
-60.066976,13.832560,17.954274
-59.308604,13.453374,17.575088
-58.550232,13.074188,17.195902
-57.791860,12.695001,16.816716
-51.143625,13.655447,9.208036
-50.905594,13.893478,8.731974
-50.667563,14.131509,8.255911
-50.429531,14.369541,7.779848
-79.406070,-88.522740,-44.261370
-79.200167,-88.934545,-44.055467
-78.994264,-89.346351,-43.849564
-78.788362,-89.758156,-43.643662
-71.055813,-97.639534,-43.494834
-70.423836,-97.955522,-43.810822
-69.791860,-98.271511,-44.126810
-69.159884,-98.587499,-44.442799
-65.187804,-99.355244,-47.647132
